id,name,common_name,sex_filter,categories,prevalence,acuteness,severity,triage_level,recommended_channel
c_390,Pseudobulbar palsy,Pseudobulbar palsy,both,['Neurology'],very_rare,acute_potentially_chronic,severe,consultation_24,personal_visit
c_263,Psittacosis,Psittacosis,both,['Infectiology'],very_rare,acute,moderate,consultation_24,personal_visit
c_43,Psoriasis,Psoriasis,both,['Dermatology'],rare,chronic_with_exacerbations,severe,consultation,video_teleconsultation
c_1100,Psoriasis exacerbation,Psoriasis exacerbation,both,['Dermatology'],very_rare,acute_potentially_chronic,moderate,consultation,video_teleconsultation
c_953,Psoriatic arthritis,Psoriatic arthritis,both,['Rheumatology'],very_rare,chronic_with_exacerbations,moderate,consultation,video_teleconsultation
c_288,Pulmonary edema,Pulmonary edema,both,['Cardiology'],very_rare,acute,severe,emergency,personal_visit
c_136,Pulmonary embolism,Pulmonary embolism,both,['Cardiology'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_493,Pulmonary hypertension,Pulmonary hypertension,both,['Pulmonology'],very_rare,chronic_with_exacerbations,severe,consultation_24,personal_visit
c_32,Pulmonary tuberculosis,Pulmonary tuberculosis,both,['Pulmonology'],very_rare,acute_potentially_chronic,severe,consultation_24,personal_visit
c_124,Pulpitis,Inflammation of the pulp,both,['Dentistry'],rare,acute_potentially_chronic,mild,consultation,personal_visit
c_540,Pure hypercholesterolemia,Pure hypercholesterolemia,both,['Internal Medicine'],very_rare,chronic,mild,consultation,audio_teleconsultation
c_541,Pure hypertriglyceridemia,Pure hypertriglyceridemia,both,['Internal Medicine'],moderate,chronic,mild,consultation,audio_teleconsultation
c_284,Pyelonephritis,Pyelonephritis,both,['Nephrology'],very_rare,acute,moderate,consultation_24,personal_visit
c_241,Q fever,Q fever,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
c_579,Rabies,Rabies,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
c_950,Radial nerve neuropathy,Radial nerve neuropathy,both,['Orthopedics'],very_rare,chronic,mild,consultation,personal_visit
c_468,Ramsay Hunt syndrome type II,Ramsay Hunt syndrome type II,both,['Infectiology'],very_rare,acute,moderate,consultation_24,personal_visit
c_209,Raynaud's phenomenon,Raynaud disease,both,['Dermatology'],rare,chronic,mild,consultation,personal_visit
c_100,Reactive arthritis,Reactive arthritis,both,['Rheumatology'],very_rare,chronic_with_exacerbations,moderate,consultation_24,personal_visit
c_980,Reflex syncope,Reflex syncope,both,['Internal Medicine'],moderate,chronic,mild,consultation,personal_visit
c_237,Relapsing fever,Relapsing fever,both,['Infectiology'],very_rare,acute_potentially_chronic,moderate,emergency,personal_visit
c_687,Respiratory diphtheria,Respiratory diphtheria,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
c_748,Restless legs syndrome,Restless legs syndrome,both,['Neurology'],rare,chronic,mild,consultation,personal_visit
c_596,Retinal detachment,Retinal detachment,both,['Ophthalmology'],very_rare,acute_potentially_chronic,severe,emergency,personal_visit
c_593,Retinopathy,Retinopathy,both,['Ophthalmology'],rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_104,Rheumatoid arthritis,Rheumatoid arthritis,both,['Rheumatology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_889,Rib fracture,Broken rib,both,['Traumatology'],very_rare,acute,moderate,consultation_24,personal_visit
c_252,Rift Valley fever,Rift Valley fever,both,['Infectiology'],very_rare,acute,mild,emergency,personal_visit
c_572,Right-sided heart failure,Right-sided heart failure,both,['Cardiology'],very_rare,chronic_with_exacerbations,severe,consultation_24,personal_visit
c_239,Rocky Mountain spotted fever,Rocky Mountain spotted fever,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
c_849,Rosacea,Rosacea,both,['Dermatology'],rare,chronic_with_exacerbations,mild,consultation,video_teleconsultation
c_931,Rotator cuff syndrome,Rotator cuff syndrome,both,['Orthopedics'],rare,chronic,mild,consultation,personal_visit
c_326,Rotor syndrome,Rotor syndrome,both,['Gastroenterology'],very_rare,chronic,mild,self_care,personal_visit
c_307,Salicylate poisoning,Aspirin poisoning,both,['Toxicology'],very_rare,acute,severe,emergency,personal_visit
c_105,Sarcoidosis,Sarcoidosis,both,['Pulmonology'],rare,chronic,severe,consultation,personal_visit
c_589,Scabies,Scabies,both,['Infectiology'],rare,acute_potentially_chronic,mild,consultation,personal_visit
c_1021,Scapula fracture,Broken shoulder bone,both,['Traumatology'],very_rare,acute,moderate,consultation,personal_visit
c_676,Scarlet fever,Scarlet fever,both,['Infectiology'],very_rare,acute,moderate,consultation_24,personal_visit
c_311,Schizoaffective disorder - depressive type,Schizoaffective disorder - depressive type,both,['Psychiatry'],very_rare,chronic_with_exacerbations,severe,consultation,video_teleconsultation
c_312,Schizoaffective disorder - manic type,Schizoaffective disorder - manic type,both,['Psychiatry'],very_rare,chronic_with_exacerbations,severe,consultation_24,video_teleconsultation
c_102,Sciatica,Sciatica,both,['Neurology'],moderate,chronic_with_exacerbations,moderate,consultation,video_teleconsultation
c_675,Scoliosis,Scoliosis,both,['Orthopedics'],moderate,chronic,mild,self_care,personal_visit
c_257,Scrub typhus,Scrub typhus,both,['Infectiology'],very_rare,acute,moderate,emergency,personal_visit
c_320,Seasonal affective disorder,Seasonal affective disorder,both,['Psychiatry'],rare,chronic_with_exacerbations,mild,consultation,video_teleconsultation
c_453,Seborrheic dermatitis,Seborrheic dermatitis,both,['Dermatology'],moderate,chronic,mild,consultation,video_teleconsultation
c_766,Secondary syphilis,Secondary syphilis,both,['Venereology'],very_rare,acute_potentially_chronic,moderate,consultation,personal_visit
c_278,Sedatives withdrawal syndrome,Sedatives withdrawal syndrome,both,['Toxicology'],very_rare,acute,severe,consultation_24,personal_visit
c_645,Sepsis,Sepsis,both,['Infectiology'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_106,Sexual addiction,Sexual addiction,both,['Psychiatry'],rare,chronic,moderate,consultation,video_teleconsultation
c_521,Shigellosis,Shigellosis,both,['Infectiology'],very_rare,acute,severe,consultation_24,personal_visit
c_78,Shingles,Shingles,both,['Dermatology'],rare,acute,severe,consultation_24,video_teleconsultation
c_932,Shoulder bursitis,Shoulder bursitis,both,['Orthopedics'],rare,chronic,mild,consultation,personal_visit
c_1037,Shoulder contusion,Shoulder contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
c_1028,Shoulder dislocation,Dislocated shoulder,both,['Traumatology'],very_rare,acute,moderate,emergency,personal_visit
c_948,Shoulder impingement syndrome,Shoulder impingement syndrome,both,['Orthopedics'],moderate,chronic,mild,consultation,personal_visit
c_588,Sickle cell anemia,Sickle cell anemia,both,['Hematology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_144,Sjögren's syndrome,Sjögren's syndrome,both,['Rheumatology'],very_rare,chronic,mild,consultation,personal_visit
c_1232,Sleep related leg cramps,Nocturnal leg cramps,both,['Internal Medicine'],moderate,acute_potentially_chronic,mild,self_care,personal_visit
c_466,Small intestinal bacterial overgrowth,Small intestinal bacterial overgrowth,both,['Gastroenterology'],rare,acute_potentially_chronic,mild,consultation,personal_visit
c_308,Social anxiety disorder,Social anxiety disorder,both,['Psychiatry'],rare,chronic_with_exacerbations,mild,consultation,audio_teleconsultation
c_826,Solar lentigo,Age spots,both,['Dermatology'],very_rare,chronic,mild,self_care,personal_visit
c_370,Specific phobia,Specific phobia,both,['Psychiatry'],very_rare,chronic_with_exacerbations,mild,self_care,audio_teleconsultation
c_218,Spinal osteoarthritis,Degenerative arthritis of the spine,both,['Orthopedics'],very_rare,chronic,mild,consultation,personal_visit
c_755,Splenic injury,Splenic injury,both,['Traumatology'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_689,Sprained ankle,Sprained ankle,both,['Traumatology'],very_rare,acute,mild,consultation_24,personal_visit
c_817,Sprained elbow,Sprained elbow,both,['Traumatology'],very_rare,acute,mild,consultation_24,personal_visit
c_1034,Sprained finger,Sprained finger,both,['Traumatology'],very_rare,acute,mild,self_care,personal_visit
c_828,Sprained hip,Sprained hip,both,['Traumatology'],very_rare,acute_potentially_chronic,mild,consultation,personal_visit
c_829,Sprained knee,Sprained knee,both,['Traumatology'],very_rare,acute_potentially_chronic,mild,consultation_24,personal_visit
c_830,Sprained shoulder,Sprained shoulder,both,['Traumatology'],very_rare,acute_potentially_chronic,mild,consultation_24,personal_visit
c_818,Sprained wrist,Sprained wrist,both,['Traumatology'],very_rare,acute,mild,consultation_24,personal_visit
c_663,Stable angina pectoris,Stable angina pectoris,both,['Cardiology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
c_1134,Stable bradyarrhythmia,Arrhythmia with slow heart rate,both,['Cardiology'],very_rare,chronic_with_exacerbations,mild,consultation,personal_visit
c_1128,Stable tachyarrhythmia,Arrhythmia with fast heart rate,both,['Cardiology'],rare,chronic,moderate,consultation,personal_visit
c_1175,Stress fracture of foot,Stress fracture of foot,both,['Orthopedics'],very_rare,acute,moderate,consultation_24,video_teleconsultation
c_1176,Stress fracture of lower leg,Stress fracture of lower leg,both,['Orthopedics'],very_rare,acute,moderate,consultation_24,personal_visit
c_116,Stress urinary incontinence,Stress incontinence,both,['Urology'],very_rare,chronic,mild,consultation,personal_visit
c_170,Stye,Stye,both,['Ophthalmology'],moderate,acute,mild,self_care,video_teleconsultation
c_685,Subarachnoid hemorrhage,Subarachnoid intracranial hemorrhage,both,['Surgery'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_673,Sudden sensorineural hearing loss,Sudden idiopathic hearing loss,both,['Otorhinolaryngology'],rare,acute_potentially_chronic,moderate,consultation_24,personal_visit
c_819,Sun allergy,Sun allergy,both,['Dermatology'],rare,chronic_with_exacerbations,mild,self_care,video_teleconsultation
c_962,Sunburn,Sunburn,both,['Dermatology'],very_rare,acute,mild,self_care,personal_visit
c_135,Superficial thrombophlebitis,Inflammation of the superficial veins,both,['Angiology'],very_rare,chronic_with_exacerbations,moderate,consultation_24,personal_visit
c_616,Superior vena cava syndrome,Superior vena cava syndrome,both,['Angiology'],very_rare,acute,severe,emergency,personal_visit
c_970,Suspicious mole,Suspicious mole,both,['Dermatology'],moderate,chronic,severe,consultation,personal_visit
c_505,Syndrome of inappropriate antidiuretic hormone secretion,Syndrome of inappropriate antidiuretic hormone secretion,both,['Endocrinology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_109,Systemic lupus erythematosus,Lupus,both,['Rheumatology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_112,Systemic scleroderma,Systemic scleroderma,both,['Rheumatology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
c_437,Taeniasis,Tapeworm infection,both,['Infectiology'],very_rare,acute_potentially_chronic,moderate,consultation,personal_visit
c_452,Takayasu's disease,Takayasu's disease,both,['Rheumatology'],very_rare,chronic,moderate,consultation_24,personal_visit
c_459,Temporal giant cell arteritis,Temporal giant cell arteritis,both,['Rheumatology'],very_rare,chronic,moderate,consultation_24,personal_visit
c_152,Temporomandibular joint disorders,Temporomandibular joint disorders,both,['Dentistry'],rare,chronic,mild,consultation,personal_visit
c_55,Tension-type headaches,Tension-type headaches,both,['Neurology'],common,chronic_with_exacerbations,mild,self_care,audio_teleconsultation
c_774,Tertiary syphilis,Tertiary syphilis,both,['Venereology'],very_rare,chronic,moderate,consultation,personal_visit
c_519,Testicular cancer,Testicular cancer,male,['Urology'],rare,chronic,severe,consultation,personal_visit
c_523,Testicular torsion,Testicular torsion,male,['Urology'],very_rare,acute,severe,emergency,personal_visit
c_255,Tetanus,Tetanus,both,['Infectiology'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_208,Tetany,Tetany,both,['Internal Medicine'],rare,acute_potentially_chronic,severe,consultation_24,personal_visit
c_1094,Thalassemia,Thalassemia,both,['Hematology'],very_rare,chronic,mild,consultation,personal_visit
c_1048,Thigh contusion,Thigh contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
c_765,Thoracic aortic aneurysm,Thoracic aortic aneurysm,both,['Surgery'],very_rare,chronic,severe,consultation_24,personal_visit
c_884,Thoracic aortic dissection,Thoracic aortic dissection,both,['Surgery'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_618,Thoracic outlet syndrome,Thoracic outlet syndrome,both,['Angiology'],very_rare,chronic,mild,consultation,personal_visit
c_1023,Thoracic vertebra fracture,Broken thoracic spine,both,['Traumatology'],very_rare,acute,severe,emergency,personal_visit
c_1061,Thorax contusion,Chest contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
c_925,Threatened miscarriage,Threatened miscarriage,female,['Gynecology'],very_rare,acute_potentially_chronic,moderate,emergency,personal_visit
c_392,Thrombocytopathy,Thrombocytopathy,both,['Hematology'],very_rare,acute_potentially_chronic,moderate,consultation,personal_visit
c_597,Thrombotic thrombocytopenic purpura,Thrombotic thrombocytopenic purpura,both,['Hematology'],very_rare,chronic_with_exacerbations,severe,emergency,personal_visit
c_97,Thyroid cancer,Thyroid cancer,both,['Endocrinology'],very_rare,chronic,severe,consultation,personal_visit
c_429,Thyrotoxic crisis with thyrotoxicosis,Thyrotoxic crisis with thyrotoxicosis,both,['Endocrinology'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_546,Thyrotropin releasing pituitary adenoma,Thyrotropin releasing pituitary adenoma,both,['Endocrinology'],very_rare,chronic,severe,consultation,personal_visit
c_1014,Tibiofibular fracture,Broken calf bones,both,['Traumatology'],very_rare,acute,moderate,emergency,personal_visit
c_835,Tinea capitis,Fungal infection of the scalp,both,['Dermatology'],rare,chronic,mild,consultation,video_teleconsultation
c_833,Tinea corporis,Fungal skin infection,both,['Dermatology'],moderate,acute_potentially_chronic,mild,consultation,personal_visit
c_912,Tinea cruris,Jock itch,both,['Dermatology'],rare,acute_potentially_chronic,mild,consultation,personal_visit
c_857,Tinea pedis,Athlete's foot,both,['Dermatology'],common,chronic,mild,self_care,personal_visit
c_786,Tinea versicolor,Tinea versicolor,both,['Dermatology'],moderate,chronic_with_exacerbations,mild,consultation,video_teleconsultation
c_1045,Toe contusion,Toe contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
c_1032,Toe dislocation,Toe dislocation,both,['Traumatology'],very_rare,acute,moderate,consultation,personal_visit
c_1062,Toe fracture,Broken toe,both,['Traumatology'],very_rare,acute,moderate,consultation_24,personal_visit
c_436,Toxocariasis,Toxocariasis,both,['Infectiology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_729,Toxoplasmosis,Toxoplasmosis,both,['Infectiology'],rare,acute_potentially_chronic,moderate,consultation_24,personal_visit
c_378,Transient ischemic attack,Transient ischemic attack,both,['Neurology'],very_rare,acute,moderate,emergency,personal_visit
c_433,Trichinosis,Trichinosis,both,['Infectiology'],very_rare,chronic,moderate,consultation_24,personal_visit
c_103,Trichomoniasis,Trichomoniasis,both,['Venereology'],rare,acute,mild,consultation,personal_visit
c_438,Trichuriasis,Whipworm infection,both,['Infectiology'],rare,chronic_with_exacerbations,mild,consultation,personal_visit
c_150,Trigeminal neuralgia,Trigeminal neuralgia,both,['Neurology'],very_rare,chronic_with_exacerbations,mild,consultation,personal_visit
c_1229,Trigeminal neuropathy,Trigeminal nerve damage,both,['Neurology'],very_rare,chronic,mild,consultation,personal_visit
c_548,Trochlear nerve palsy,Trochlear nerve palsy,both,['Ophthalmology'],very_rare,chronic,mild,consultation,personal_visit
c_1052,"Trunk injury, unspecified location",Trunk injury of unspecified location,both,['Traumatology'],very_rare,acute,mild,consultation,personal_visit
c_236,Tularemia,Tularemia,both,['Infectiology'],very_rare,acute,severe,consultation,personal_visit
c_330,Tumor lysis syndrome,Tumor lysis syndrome,both,['Oncology'],very_rare,acute_potentially_chronic,severe,emergency,personal_visit
c_202,Type 1 Neurofibromatosis,Type 1 Neurofibromatosis,both,['Neurology'],very_rare,chronic,mild,consultation,video_teleconsultation
c_574,Type 2 Neurofibromatosis,Type 2 Neurofibromatosis,both,['Neurology'],very_rare,chronic,mild,consultation,personal_visit
c_234,Typhoid fever,Typhoid fever,both,['Infectiology'],very_rare,acute,severe,consultation_24,personal_visit
c_238,Typhus,Typhus,both,['Infectiology'],very_rare,acute,severe,consultation_24,personal_visit
c_23,Ulcerative colitis,Colitis ulcerosa,both,['Gastroenterology'],very_rare,chronic_with_exacerbations,severe,consultation,personal_visit
c_1209,Ulcerative colitis exacerbation,Ulcerative colitis flare-up,both,['Gastroenterology'],very_rare,acute_potentially_chronic,severe,consultation,personal_visit
c_946,Ulnar nerve syndrome,Ulnar nerve syndrome,both,['Orthopedics'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_664,Unstable angina pectoris,Unstable angina pectoris,both,['Cardiology'],very_rare,chronic_with_exacerbations,severe,emergency,personal_visit
c_1127,Unstable bradyarrhytmia,Severe arrhythmia with slow heart rate,both,['Cardiology'],very_rare,acute,severe,emergency_ambulance,personal_visit
c_1103,Unstable tachyarrhytmia,Severe arrhythmia with fast heart rate,both,['Cardiology'],rare,acute,severe,emergency_ambulance,personal_visit
c_1036,"Upper limb injury, unspecified location",Upper limb injury of unspecified location,both,['Traumatology'],very_rare,acute,moderate,consultation,personal_visit
c_292,Urethritis,Urethritis,both,['Urology'],rare,acute,mild,consultation_24,personal_visit
c_54,Urge urinary incontinence,Urge incontinence,both,['Urology'],very_rare,chronic_with_exacerbations,mild,self_care,personal_visit
c_47,Uterine fibroids,Uterine fibroids,female,['Gynecology'],very_rare,chronic,mild,consultation,personal_visit
c_216,Uveitis,Uveitis,both,['Ophthalmology'],rare,acute_potentially_chronic,moderate,consultation_24,personal_visit
c_480,VIPoma,VIPoma,both,['Endocrinology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_554,Vagus nerve palsy,Vagus nerve palsy,both,['Neurology'],very_rare,chronic,moderate,consultation,personal_visit
c_767,Varicocele,Varicocele,male,['Urology'],moderate,chronic,mild,consultation,personal_visit
c_684,Varicose veins of lower extremities,Varicose veins of lower extremities,both,['Surgery'],rare,chronic,mild,self_care,video_teleconsultation
c_391,Vascular hemorrhagic diathesis,Vascular hemorrhagic diathesis,both,['Hematology'],very_rare,acute_potentially_chronic,moderate,consultation,personal_visit
c_316,Vasculitis,Vasculitis,both,['Rheumatology'],rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_384,Vertebrobasilar insufficiency,Vertebrobasilar insufficiency,both,['Neurology'],very_rare,chronic_with_exacerbations,severe,consultation_24,personal_visit
c_599,Vestibular neuronitis,Vestibular neuronitis,both,['Otorhinolaryngology'],very_rare,acute,moderate,consultation_24,personal_visit
c_470,Vestibulocochlear nerve damage,Vestibulocochlear nerve damage,both,['Neurology'],very_rare,chronic,moderate,consultation_24,personal_visit
c_1076,Viral gastroenteritis,Viral gastroenteritis,both,['Gastroenterology'],common,acute,moderate,self_care,audio_teleconsultation
c_562,Viral meningitis,Viral meningitis,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
c_214,Visceral leishmaniasis,Visceral leishmaniasis,both,['Infectiology'],very_rare,chronic_with_exacerbations,severe,emergency,personal_visit
c_1073,"Visual disturbance, unspecified",Sight defect,both,['Ophthalmology'],common,chronic,mild,self_care,video_teleconsultation
c_61,Vitamin B12 deficiency anemia,Vitamin B12 deficiency anemia,both,['Hematology'],very_rare,chronic_with_exacerbations,moderate,consultation,audio_teleconsultation
c_743,Vitiligo,Vitiligo,both,['Dermatology'],rare,chronic,mild,consultation,personal_visit
c_966,"Vomiting, unspecified",Unspecific vomiting,both,['Internal Medicine'],common,acute,mild,self_care,text_teleconsultation
c_388,Von Willebrand disease,Von Willebrand disease,both,['Hematology'],very_rare,chronic,mild,consultation,personal_visit
c_732,Vulvovaginal candidiasis,Vaginal thrush,female,['Gynecology'],moderate,acute_potentially_chronic,mild,consultation,personal_visit
c_13,Warts,Warts,both,['Dermatology'],common,acute_potentially_chronic,mild,self_care,video_teleconsultation
c_376,Wernicke's encephalopathy,Wernicke's encephalopathy,both,['Neurology'],very_rare,chronic,moderate,consultation,personal_visit
c_580,West Nile Virus infection,West Nile Virus infection,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
c_569,Whitlow,Whitlow,both,['Surgery'],moderate,acute,severe,consultation,personal_visit
c_205,Wilson's disease,Wilson's disease,both,['Gastroenterology'],very_rare,chronic_with_exacerbations,moderate,consultation,audio_teleconsultation
c_268,Wiskott-Aldrich syndrome,Wiskott-Aldrich syndrome,both,['Hematology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_1193,Wound dehiscence,Wound separation,both,['Surgery'],very_rare,acute,moderate,consultation_24,personal_visit
c_1192,Wound infection,Infected wound,both,['Surgery'],very_rare,acute,moderate,consultation_24,personal_visit
c_1043,Wrist and hand contusion,Wrist and hand contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
c_1027,Wrist dislocation,Dislocated wrist,both,['Traumatology'],very_rare,acute,moderate,consultation,personal_visit
c_244,Yellow fever,Yellow fever,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
c_906,Zika virus infection,Zika virus infection,both,['Infectiology'],very_rare,acute,mild,consultation,audio_teleconsultation
c_213,Zollinger-Ellison syndrome,Zollinger-Ellison syndrome,both,['Gastroenterology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
